TRY12   Oberrheingraben und unteres Neckartal                              (Klimaregion 12)
Station: Mannheim                        WMO-Nummer: 10729
Lage: 49°31'N <- B.   8°33'O <- L.    96 Meter über NN
Zeitpunkt der Erstellung: November 2010
 
Art des TRY    : extremer Winter
Bezugszeitraum : 1988-2007
Stadteffekt    : -----
Höhenkorrektur : -----
 
Datenbasis : Beobachtungsdaten Zeitraum 1988-2007
 
Format: (i2,2x,i4,2x,i2,2x,i2,2x,i2,2x,i1,2x,i3,2x,f6.1,2x,f6.1,2x,f7.1,2x,f6.1,2x,i3,2x,i2,2x,i4,2x,i4,1x,i1,2x,i4,2x,i5,2x,i1)
 
Reihenfolge der Parameter:
RG TRY-Region                                                           {1..15}
IS Standortinformation                                                  {1,2}
MM Monat                                                                {1..12}
DD Tag                                                                  {1..28,30,31}
HH Stunde (MEZ)                                                         {1..24}
N  Bedeckungsgrad                                              [Achtel] {0..8;9}
WR Windrichtung in 10 m Höhe über Grund                        [°]      {0;10..360;999}
WG Windgeschwindigkeit in 10 m Höhe über Grund                 [m/s]
t  Lufttemperatur in 2m Höhe über Grund                        [°C]
p  Luftdruck in Stationshöhe                                   [hPa]
x  Wasserdampfgehalt, Mischungsverhältnis                      [g/kg]
RF Relative Feuchte in 2 m Höhe über Grund                     [%]      {1..100} 
W  Wetterereignis der aktuellen Stunde                                  {0..99}  
B  Direkte Sonnenbestrahlungsstärke (horiz. Ebene)             [W/m²]   abwärts gerichtet: positiv 
D  Difuse Sonnenbetrahlungsstärke (horiz. Ebene)               [W/m²]   abwärts gerichtet: positiv
IK Information, ob B und oder D Messwert/Rechenwert                     {1;2;3;4;9}
A  Bestrahlungsstärke d. atm. Wärmestrahlung (horiz. Ebene)    [W/m²]   abwärts gerichtet: positiv
E  Bestrahlungsstärke d. terr. Wärmestrahlung                  [W/m²]   aufwärts gerichtet: negativ
IL Qualitätsbit für die langwelligen Strahlungsgrößen                   {1;2;3;4;5;6;7;8;9}

 
RG    IS  MM  DD  HH  N   WR      WG       t       p        x   RF   W     B     D IK    A      E IL
***
12     1   1   1   1  7  170     4.0     4.0    990.3     4.8   94  10     0     0 9   291   -332  9
12     1   1   1   2  7  180     3.0     4.0    990.4     4.8   94  10     0     0 9   291   -332  9
12     1   1   1   3  5  190     3.0     4.0    990.5     4.9   95  10     0     0 9   270   -330  9
12     1   1   1   4  7  200     2.0     3.9    991.0     4.8   95  63     0     0 9   290   -331  9
12     1   1   1   5  7  200     2.0     3.5    991.5     4.7   94  60     0     0 9   288   -329  9
12     1   1   1   6  6  170     4.0     2.4    991.9     4.4   96  21     0     0 9   278   -324  9
12     1   1   1   7  7  170     4.0     2.5    992.4     4.6  100   2     0     0 9   294   -325  9
12     1   1   1   8  6  170     4.0     2.6    992.9     4.5   96  -1     0     0 9   279   -324  9
12     1   1   1   9  7  170     3.0     2.8    994.0     4.5   96  -1     0    11 9   295   -326  9
12     1   1   1  10  8  170     3.0     3.5    993.9     4.6   94  60     0    44 9   317   -331  9
12     1   1   1  11  7  170     3.0     4.3    994.3     4.8   92  21     0    75 9   303   -334  9
12     1   1   1  12  7  180     4.0     4.7    994.2     4.9   91  -1     0    72 9   305   -336  9
12     1   1   1  13  7  190     3.0     5.7    993.9     5.0   87  60     0   131 9   310   -341  9
12     1   1   1  14  5  190     3.0     6.2    993.3     4.9   83  21    83   106 9   287   -341  9
12     1   1   1  15  2  170     3.0     6.4    993.2     4.9   81  -1    64    36 9   270   -341  9
12     1   1   1  16  6  170     3.0     5.4    993.7     4.7   84  -1     0     8 9   294   -338  9
12     1   1   1  17  8  180     4.0     5.6    994.3     4.6   82  61     0     0 9   328   -341  9
12     1   1   1  18  8  150     4.0     4.9    994.7     4.7   86  60     0     0 9   324   -338  9
12     1   1   1  19  7  110     2.0     4.4    995.2     4.7   89  21     0     0 9   303   -334  9
12     1   1   1  20  7  160     2.0     4.4    995.8     4.6   87  -1     0     0 9   303   -334  9
12     1   1   1  21  7  170     0.0     2.6    996.4     4.2   91  -1     0     0 9   294   -326  9
12     1   1   1  22  8    0     0.0     3.6    997.1     4.4   90  -1     0     0 9   318   -332  9
12     1   1   1  23  7    0     0.0     3.6    997.9     4.4   89   0     0     0 9   289   -330  9
12     1   1   1  24  8    0     0.0     3.4    998.3     4.6   94   0     0     0 9   288   -329  9
12     1   1   2   1  8    0     0.0     2.9    998.8     4.4   94   0     0     0 9   285   -326  9
12     1   1   2   2  8    0     0.0     3.4    999.5     4.6   94   0     0     0 9   288   -329  9
12     1   1   2   3  8    0     0.0     2.4   1000.5     4.3   95   0     0     0 9   255   -322  9
12     1   1   2   4  8    0     0.0     0.7   1001.1     3.8   96   0     0     0 9   252   -314  9
12     1   1   2   5  8  340     2.0     1.5   1001.8     3.9   93   0     0     0 9   294   -321  9
12     1   1   2   6  7    0     0.0     1.8   1002.4     4.2   96   2     0     0 9     0   -301  9
12     1   1   2   7  8  330     2.0     2.1   1003.8     4.2   96  -1     0     0 9   310   -324  9
12     1   1   2   8  7  330     2.0     2.2   1004.6     4.2   96  -1     0     0 9   292   -324  9
12     1   1   2   9  6  330     2.0     2.3   1005.3     4.2   94  -1     0    17 9   277   -323  9
12     1   1   2  10  4  330     1.0     2.8   1006.3     4.2   91  -1    17    61 9   260   -324  9
12     1   1   2  11  8  340     1.0     3.7   1007.3     4.2   86  -1     0    56 9   318   -332  9
12     1   1   2  12  7  350     2.0     4.4   1007.2     4.5   88  -1     3   133 9   303   -334  9
12     1   1   2  13  3  360     2.0     4.9   1007.3     4.5   84  -1    92    92 9   262   -334  9
12     1   1   2  14  3   20     1.0     5.7   1007.9     4.6   81  -1    50    89 9   266   -338  9
12     1   1   2  15  2  340     2.0     6.2   1008.5     4.5   78  -1    83    47 9   267   -340  9
12     1   1   2  16  3  340     3.0     5.7   1009.3     4.4   78  -1    14    19 9   266   -338  9
12     1   1   2  17  2  340     1.0     4.0   1009.9     4.3   86  -1     0     0 9   255   -329  9
12     1   1   2  18  3  340     3.0     3.7   1010.6     4.2   86  -1     0     0 9   258   -328  9
12     1   1   2  19  3   40     1.0     2.4   1010.9     4.0   88  -1     0     0 9   248   -321  9
12     1   1   2  20  2  330     2.0     1.7   1011.5     3.9   92  -1     0     0 9   244   -318  9
12     1   1   2  21  5  340     1.0     0.7   1012.1     3.7   93  -1     0     0 9   257   -315  9
12     1   1   2  22  7  340     1.0     2.0   1012.6     4.0   93  -1     0     0 9   291   -323  9
12     1   1   2  23  8    0     0.0     1.7   1012.8     3.9   92   0     0     0 9   259   -319  9
12     1   1   2  24  8  350     0.0     1.5   1013.2     3.9   94   0     0     0 9   251   -318  9
12     1   1   3   1  8  330     1.0     2.0   1013.4     4.0   92   0     0     0 9   296   -323  9
12     1   1   3   2  8  340     1.0     2.0   1013.6     3.9   91   0     0     0 9   296   -323  9
12     1   1   3   3  8    0     0.0     1.9   1014.1     4.0   92   0     0     0 9   281   -322  9
12     1   1   3   4  8  320     1.0     2.0   1014.1     3.9   91   0     0     0 9   281   -322  9
12     1   1   3   5  7   99     0.0     2.0   1014.3     3.9   91   0     0     0 9   281   -322  9
12     1   1   3   6  8    0     0.0     2.1   1014.6     4.0   92   2     0     0 9   310   -324  9
12     1   1   3   7  8    0     0.0     2.2   1015.1     4.2   95   2     0     0 9   311   -325  9
12     1   1   3   8  8  340     2.0     2.5   1015.1     4.1   90  -1     0     0 9   312   -326  9
12     1   1   3   9  7    0     0.0     3.0   1015.7     4.2   90  -1     1     9 9   296   -327  9
12     1   1   3  10  8    0     0.0     3.3   1016.1     4.2   89  -1     0    33 9   316   -330  9
12     1   1   3  11  7    0     0.0     3.7   1016.8     4.2   87  -1    15    92 9   300   -331  9
12     1   1   3  12  8  350     3.0     3.9   1016.9     4.2   85  -1     0    69 9   319   -333  9
12     1   1   3  13  8  360     1.0     4.1   1016.9     4.3   85  -1     0    75 9   320   -334  9
12     1   1   3  14  7  360     1.0     4.4   1016.5     4.3   84  10     0    83 9   303   -334  9
12     1   1   3  15  7   10     2.0     4.5   1016.7     4.3   83  10     0    61 9   304   -335  9
12     1   1   3  16  7  350     1.0     4.5   1017.1     4.2   82  -1     0    25 9   304   -335  9
12     1   1   3  17  6    0     0.0     3.4   1017.2     4.1   86  -1     0     0 9   283   -328  9
12     1   1   3  18  2    0     0.0     1.0   1017.7     3.7   92  -1     0     0 9   240   -315  9
12     1   1   3  19  1    0     0.0     0.8   1018.1     3.8   96  -1     0     0 9   238   -314  9
12     1   1   3  20  7    0     0.0     0.6   1018.1     3.9  100  -1     0     0 9   284   -316  9
12     1   1   3  21  1    0     0.0     0.5   1018.2     3.6   94  -1     0     0 9   236   -312  9
12     1   1   3  22  0    0     0.0    -0.9   1018.1     3.3   96  -1     0     0 9   229   -306  9
12     1   1   3  23  7  360     1.0    -1.3   1018.2     3.4  100  10     0     0 9   238   -305  9
12     1   1   3  24  1    0     0.0    -1.2   1018.2     3.4  100   0     0     0 9   227   -304  9
12     1   1   4   1  0  360     1.0    -0.9   1018.0     3.4   96   0     0     0 9   229   -306  9
12     1   1   4   2  0  350     2.0    -1.8   1017.6     3.2   96   0     0     0 9   224   -302  9
12     1   1   4   3  0  360     2.0    -1.7   1017.6     3.2   96   0     0     0 9   225   -302  9
12     1   1   4   4  0  350     0.0    -1.5   1017.4     3.2   95   0     0     0 9   226   -303  9
12     1   1   4   5  7  350     1.0    -2.4   1017.3     3.0   95   0     0     0 9   225   -299  9
12     1   1   4   6  0  350     2.0    -2.6   1017.3     3.0   96   2     0     0 9   220   -298  9
12     1   1   4   7  0    0     0.0    -3.1   1017.1     2.8   95  -1     0     0 9   218   -296  9
12     1   1   4   8  1  330     2.0    -2.8   1017.2     2.8   94  -1     0     0 9   220   -297  9
12     1   1   4   9  1  350     1.0    -3.5   1017.2     2.7   95  -1    11    22 9   216   -294  9
12     1   1   4  10  1  340     1.0    -1.2   1017.5     3.1   90  -1    44    69 9   227   -304  9
12     1   1   4  11  5  330     1.0    -1.3   1017.6     3.1   91  -1     0    92 9   247   -305  9
12     1   1   4  12  8  340     4.0    -0.7   1017.1     3.2   91  -1     0    69 9   297   -311  9
12     1   1   4  13  7  340     1.0     0.2   1016.8     3.4   90  -1     6    86 9   282   -314  9
12     1   1   4  14  5  350     2.0     1.7   1016.1     3.6   86  -1   131   128 9   263   -319  9
12     1   1   4  15  5  360     2.0     2.3   1015.9     3.7   83  -1    50    92 9   266   -322  9
12     1   1   4  16  6   30     3.0     2.3   1015.7     3.4   76  -1     0    22 9   277   -323  9
12     1   1   4  17  6   30     3.0     1.9   1015.8     3.4   79  -1     0     0 9   275   -321  9
12     1   1   4  18  6   30     3.0     1.3   1015.2     3.4   82  -1     0     0 9   252   -317  9
12     1   1   4  19  7   40     4.0     2.0   1015.1     3.3   77  -1     0     0 9   291   -323  9
12     1   1   4  20  7   30     4.0     1.3   1015.0     3.3   80  -1     0     0 9   288   -319  9
12     1   1   4  21  7   40     4.0     1.7   1014.6     3.3   77  -1     0     0 9   290   -321  9
12     1   1   4  22  8   40     4.0     1.8   1013.9     3.2   74  -1     0     0 9   309   -323  9
12     1   1   4  23  8   30     4.0     1.8   1013.6     3.1   74   0     0     0 9   280   -321  9
12     1   1   4  24  8   30     3.0     1.2   1013.0     3.3   80  70     0     0 9   278   -318  9
12     1   1   5   1  8   30     4.0     1.3   1012.2     3.3   79  70     0     0 9   278   -319  9
12     1   1   5   2  8   40     4.0     1.4   1011.6     3.1   76  22     0     0 9   278   -319  9
12     1   1   5   3  8   50     5.0     1.5   1011.2     3.2   76  22     0     0 9   294   -321  9
12     1   1   5   4  8   40     4.0     1.5   1010.8     3.2   76   2     0     0 9   294   -321  9
12     1   1   5   5  8   50     4.0     1.8   1010.4     3.2   74   0     0     0 9   295   -322  9
12     1   1   5   6  7   50     5.0     1.9   1009.9     3.1   73   2     0     0 9   291   -322  9
12     1   1   5   7  7   40     3.0     1.8   1009.6     3.2   74   2     0     0 9   290   -322  9
12     1   1   5   8  7   30     3.0     1.8   1009.2     3.2   75  -1     0     0 9   290   -322  9
12     1   1   5   9  7   40     3.0     1.9   1009.0     3.2   75  -1     0     0 9   291   -322  9
12     1   1   5  10  7   40     3.0     2.2   1008.7     3.2   73  -1     0     0 9   292   -324  9
12     1   1   5  11  8   50     3.0     2.2   1008.5     3.2   73  -1     0    11 9   311   -325  9
12     1   1   5  12  8   50     3.0     2.3   1007.8     3.3   74  -1     0    22 9   311   -325  9
12     1   1   5  13  8   50     1.0     2.3   1007.0     3.3   73  21     0    22 9   311   -325  9
12     1   1   5  14  8   60     2.0     2.4   1006.5     3.3   74  -1     0    22 9   312   -326  9
